SKU,Product_Name,Category,Current_Stock,Cost_Per_Unit,Supplier,Defect_Rate,Lead_Time_Days,Sales_Date,Quantity_Sold
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2025-12-24,8
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2025-12-25,9
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2025-12-26,11
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2025-12-27,15
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2025-12-28,12
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2025-12-29,9
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2025-12-30,8
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2025-12-31,9
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-01,12
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-02,11
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-03,12
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-04,14
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-05,15
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-06,5
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-07,7
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-08,7
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-09,5
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-10,12
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-11,7
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-12,11
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-13,3
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-14,6
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-15,6
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-16,7
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-17,11
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-18,12
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-19,7
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-20,3
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-21,5
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-22,13
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-23,12
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-24,15
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-25,17
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-26,10
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-27,8
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-28,5
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-29,9
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-30,6
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-01-31,10
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-01,7
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-02,9
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-03,11
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-04,10
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-05,11
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-06,10
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-07,8
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-08,10
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-09,12
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-10,10
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-11,7
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-12,4
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-13,12
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-14,16
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-15,8
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-16,6
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-17,4
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-18,6
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-19,4
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-20,7
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-21,16
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-22,8
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-23,9
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-24,8
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-25,4
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-26,8
SKU-001,Basmati Rice 10kg,Groceries,45,650,AgroFoods Ltd,0.02,7,2026-02-27,8
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-11-30,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-01,3
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-02,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-03,9
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-04,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-05,4
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-06,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-07,9
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-08,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-09,4
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-10,3
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-11,8
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-12,6
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-13,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-14,9
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-15,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-16,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-17,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-18,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-19,4
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-20,11
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-21,8
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-22,2
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-23,6
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-24,3
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-25,6
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-26,2
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-27,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-28,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-29,4
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-30,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2025-12-31,6
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-01,3
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-02,3
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-03,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-04,9
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-05,2
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-06,6
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-07,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-08,8
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-09,4
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-10,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-11,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-12,1
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-13,8
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-14,2
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-15,4
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-16,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-17,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-18,6
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-19,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-20,6
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-21,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-22,8
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-23,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-24,8
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-25,6
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-26,2
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-27,3
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-28,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-29,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-30,10
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-01-31,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-01,2
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-02,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-03,9
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-04,4
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-05,3
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-06,10
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-07,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-08,9
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-09,3
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-10,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-11,11
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-12,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-13,4
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-14,4
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-15,9
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-16,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-17,4
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-18,6
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-19,2
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-20,7
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-21,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-22,9
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-23,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-24,3
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-25,9
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-26,5
SKU-002,Sunflower Oil 5L,Groceries,18,780,Golden Oils Pvt Ltd,0.015,6,2026-02-27,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-11-30,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-01,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-02,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-03,6
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-04,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-05,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-06,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-07,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-08,0
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-09,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-10,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-11,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-12,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-13,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-14,7
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-15,6
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-16,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-17,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-18,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-19,5
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-20,5
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-21,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-22,5
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-23,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-24,7
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-25,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-26,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-27,5
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-28,6
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-29,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-30,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2025-12-31,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-01,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-02,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-03,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-04,8
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-05,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-06,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-07,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-08,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-09,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-10,7
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-11,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-12,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-13,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-14,8
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-15,5
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-16,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-17,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-18,8
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-19,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-20,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-21,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-22,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-23,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-24,6
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-25,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-26,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-27,6
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-28,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-29,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-30,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-01-31,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-01,6
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-02,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-03,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-04,5
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-05,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-06,5
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-07,7
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-08,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-09,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-10,3
